item_index,rarity_raw,rarity_plus_one,maxStack,icon,iconColor,bottle,buyPrice,sellPrice,type,decoID,equipType,isGz,name_ptr,name,description_ptr,description
610,4,5,1,33,3,0,0,0,0,0,0,0,0x008C2852,Extra Pay,0x008E2653,A reward from the villagers.
611,4,5,1,33,10,0,1800,180,3,0,0,0,0x008C285C,Ruststone,0x008E2670,"Looks like a lump of dirt,\nbut it's actually rusted\nmetal. Try polishing it..."
612,4,5,1,33,10,0,1800,180,3,0,0,0,0x008C2866,Flat Ruststone,0x008E26BF,"Looks like a lump of dirt,\nbut it's actually rusted\nmetal. Try polishing it..."
613,4,5,1,33,10,0,1800,180,3,0,0,0,0x008C2875,Large Ruststone,0x008E270E,"Looks like a lump of dirt,\nbut it's actually rusted\nmetal. Try polishing it..."
614,4,5,1,33,10,0,1800,180,3,0,0,0,0x008C2885,Small Ruststone,0x008E275D,"Looks like a lump of dirt,\nbut it's actually rusted\nmetal. Try polishing it..."
615,4,5,1,33,10,0,1800,180,3,0,0,0,0x008C2895,Ruststone Rod,0x008E27AC,"Looks like a lump of dirt,\nbut it's actually rusted\nmetal. Try polishing it..."
616,4,5,1,33,10,0,3600,360,3,0,0,0,0x008C28A3,Ancient Stone,0x008E27FB,Appears to be some kind of\nfossilized metal. Maybe a\ntreasure if polished.
617,4,5,1,33,10,0,3600,360,3,0,0,0,0x008C28B1,Ancient Flatstone,0x008E2846,Appears to be some kind of\nfossilized metal. Maybe a\ntreasure if polished.
618,4,5,1,33,10,0,3600,360,3,0,0,0,0x008C28C3,Large Anc. Stone,0x008E2891,Appears to be some kind of\nfossilized metal. Maybe a\ntreasure if polished.
619,4,5,1,33,10,0,3600,360,3,0,0,0,0x008C28D4,Small Anc. Stone,0x008E28DC,Appears to be some kind of\nfossilized metal. Maybe a\ntreasure if polished.
620,4,5,1,33,10,0,3600,360,3,0,0,0,0x008C28E5,AncientStoneRod,0x008E2927,Appears to be some kind of\nfossilized metal. Maybe a\ntreasure if polished.
621,3,4,1,36,3,0,3000,0,6,0,0,0,0x008C28F5,Organizer Guide,0x008E2972,"An issue of ""Hunting Life""\nmagazine which tells how to\nefficiently use Item Boxes."
622,4,5,1,36,1,0,10000,0,6,0,0,0,0x008C2905,Pack Rat Guide,0x008E29C5,"An issue of ""Hunting Life""\nmagazine containing advanced\nitem-cramming techniques."
623,3,4,1,44,5,0,20000,0,6,0,0,0,0x008C2914,Woodworker Guide,0x008E2A17,"An issue of ""Hunting Life""\nmagazine with tips on how\nto transform your home."
624,4,5,1,44,4,0,30000,0,6,0,0,0,0x008C2925,Carpenter Guide,0x008E2A64,"An issue of ""Hunting Life""\nmagazine. In the end, money\nreally is the way to go."
625,0,1,1,36,0,0,100,0,0,0,0,0,0x008C2935,Lynians,0x008E2AB4,Monster List reference info\non the habits and ecology of\nlynians.
626,0,1,1,36,0,0,100,0,0,0,0,0,0x008C293D,Shakalakas,0x008E2AF6,Monster List reference info\non the habits and ecology of\nShakalakas.
627,0,1,1,36,0,0,100,0,0,0,0,0,0x008C2948,Neopterons,0x008E2B3B,Monster List reference info\non the habits and ecology of\nneopterons.
628,0,1,1,36,0,0,100,0,0,0,0,0,0x008C2953,Great Thunderbug,0x008E2B80,Monster List reference info\non the habits and ecology of\nGreat Thunderbugs.
629,0,1,1,36,0,0,100,0,0,0,0,0,0x008C2964,Herbivores,0x008E2BCC,Monster List reference info\non the habits and ecology of\nherbivores.
630,0,1,1,36,0,0,200,0,0,0,0,0,0x008C296F,Bird Wyverns,0x008E2C11,Monster List reference info\non the habits and ecology of\nbird wyverns.
631,0,1,1,36,0,0,100,0,0,0,0,0,0x008C297C,Yian Garuga,0x008E2C58,Monster List reference info\non the habits and ecology of\nYian Garuga.
632,0,1,1,36,0,0,200,0,0,0,0,0,0x008C2988,Flying Wyverns Vol 1,0x008E2C9E,Monster List reference info\non the habits and ecology of\nflying wyverns.
633,1,2,1,36,0,0,200,0,0,0,0,0,0x008C299D,Flying Wyverns Vol 2,0x008E2CE7,Monster List reference info\non the habits and ecology of\nflying wyverns.
634,1,2,1,36,0,0,200,0,0,0,0,0,0x008C29B2,Rathalos,0x008E2D30,Monster List reference info\non the habits and ecology of\nRathalos.
635,1,2,1,36,0,0,200,0,0,0,0,0,0x008C29BB,Monoblos,0x008E2D73,Monster List reference info\non the habits and ecology of\nMonoblos.
636,1,2,1,36,0,0,200,0,0,0,0,0,0x008C29C4,Piscine Wyverns,0x008E2DB6,Monster List reference info\non the habits and ecology of\npiscine wyverns.
637,1,2,1,36,0,0,200,0,0,0,0,0,0x008C29D4,Carapaceons Vol 1,0x008E2E00,Monster List reference info\non the habits and ecology of\ncarapaceons.
638,1,2,1,36,0,0,200,0,0,0,0,0,0x008C29E6,Carapaceons Vol 2,0x008E2E46,Monster List reference info\non the habits and ecology of\ncarapaceons.
639,2,3,1,36,0,0,500,0,0,0,0,0,0x008C29F8,Shen Gaoren,0x008E2E8C,Monster List reference info\non the habits and ecology of\nShen Gaoren.
640,2,3,1,36,0,0,200,0,0,0,0,0,0x008C2A04,Fanged Beasts,0x008E2ED2,Monster List reference info\non the habits and ecology of\nfanged beasts.
641,2,3,1,36,0,0,200,0,0,0,0,0,0x008C2A12,Blangonga,0x008E2F1A,Monster List reference info\non the habits and ecology of\nBlangonga.
642,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A1C,Rajang,0x008E2F5E,Monster List reference info\non the habits and ecology of\nRajang.
643,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A23,Kirin,0x008E2F9F,Monster List reference info\non the habits and ecology of\nKirin.
644,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A29,Kushala Daora,0x008E2FDF,Monster List reference info\non the habits and ecology of\nKushala Daora.
645,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A37,Chameleos,0x008E3027,Monster List reference info\non the habits and ecology of\nChameleos.
646,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A41,Lunastra,0x008E306B,Monster List reference info\non the habits and ecology of\nLunastra.
647,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A4A,Teostra,0x008E30AE,Monster List reference info\non the habits and ecology of\nTeostra.
648,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A52,Lao-Shan Lung,0x008E30F0,Monster List reference info\non the habits and ecology of\nLao-Shan Lung.
649,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A60,Yama Tsukami,0x008E3138,Monster List reference info\non the habits and ecology of\nYama Tsukami.
650,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A6D,Fatalis,0x008E317F,Monster List reference info\non the habits and ecology of\nFatalis.
651,2,3,1,36,0,0,500,0,0,0,0,0,0x008C2A75,Aqra Vashim,0x008E31C1,Monster List reference info\non the habits and ecology of\nAqra Vashim.
652,4,5,1,36,0,0,0,0,0,0,0,0,0x000C72C6,（ダミー）,0x000DFFD5,ダミー。
653,4,5,1,36,0,0,0,0,0,0,0,0,0x000C72C6,（ダミー）,0x000DFFD5,ダミー。
654,4,5,1,36,0,0,0,0,0,0,0,0,0x000C72C6,（ダミー）,0x000DFFD5,ダミー。
655,4,5,10,25,10,0,50000,5000,2,0,0,0,0x008C2A81,Silver Egg,0x008E3207,"An egg of glittering silver.\nVery valuable and rare, but\nof no use to a hunter...?"
656,4,5,5,25,4,0,100000,10000,2,0,0,0,0x008C2A8C,Golden Egg,0x008E325A,"An egg of glittering gold.\nInsanely valuable and rare,\nbut of no use to a hunter?"
657,0,1,1,29,0,0,0,0,5,0,0,0,0x008C2A97,Map,0x008E32AC,A complete field map that\nshows terrain. ~C05(Supply Item)
658,0,1,10,24,2,0,0,0,4,0,0,0,0x008C2A9B,First-aid Med,0x008E32E7,Restores a small amount of\nHealth. ~C05(Supply Item)
659,0,1,10,3,7,0,0,0,5,0,0,0,0x008C2AA9,Ration,0x008E331C,Restores a small amount of\nStamina. ~C05(Supply Item)
660,0,1,1,19,7,0,0,0,5,0,0,0,0x008C2AB0,Portable Spit,0x008E3352,A portable spit issued to\nnew hunters. Get cookin'!\n~C05(Supply Item)
661,0,1,10,7,4,0,0,0,5,0,0,0,0x008C2ABE,Mini Whetstone,0x008E3398,A portable Whetstone for\nrestoring Sharpness to\nweapons. ~C05(Supply Item)
662,2,3,1,21,5,0,0,0,5,0,0,0,0x008C2ACD,EZ Shock Trap,0x008E33E3,A trap that immobilizes a\ntarget. Use it to capture\nmonsters. ~C05(Supply Item)
663,1,2,5,1,3,0,0,0,5,0,0,0,0x008C2ADB,EZ Flash Bomb,0x008E3433,Flashes brightly on impact.\n~C05(Supply Item)
664,1,2,3,35,3,0,0,0,4,0,0,0,0x008C2AE9,EZ Max Potion,0x008E3461,Fully restores Health and\nmaximizes your Health Gauge.\n~C05(Supply Item)
665,2,3,1,21,3,0,0,0,5,0,0,0,0x008C2AF7,EZ Pitfall Trap,0x008E34AA,A trap for catching certain\nlarge monsters. It is\ntripped by a heavy weight.
666,2,3,2,2,3,0,0,0,5,0,0,0,0x008C2B07,EZ Barrel Bomb L,0x008E34F7,A powered-up Barrel Bomb L.\nJust as potent as a Barrel\nBomb L+. ~C05(Supply Item)
667,4,5,10,26,10,0,0,0,5,0,0,0,0x008C2B18,Ballista Ammo,0x008E3549,Ammunition for the large\nBallista. ~C05(Supply Item)
668,4,5,1,26,10,0,0,0,5,0,0,0,0x008C2B26,Cannon Ammo,0x008E357E,Special ammunition for an\nanti-dragon cannon. Not fun\nto lug around. ~C05(Supply Item)~C00
669,0,1,10,9,0,0,0,0,0,0,0,0,0x008C2B32,Wyvern,0x008E35D9,No explanation necessary.
670,4,5,1,25,0,0,0,0,2,0,0,0,0x008C2B39,Wyvern Egg,0x008E35F3,An egg that was stolen from\na monster's nest.
671,4,5,1,25,7,0,0,0,2,0,0,0,0x008C2B44,Herbivore Egg,0x008E3621,A tasty-looking egg stolen\nfrom an Apceros nest.
672,4,5,1,25,7,0,0,0,2,0,0,0,0x008C2B52,Carnivore Egg,0x008E3652,Smaller and easier to carry\nthan a herbivore egg. Prized\nas a delicacy.
673,4,5,1,27,10,0,0,0,3,0,0,0,0x008C2B60,Sootstone Ore,0x008E369A,Ore containing traces of\nsootstone.
674,4,5,1,27,0,0,0,0,3,0,0,0,0x008C2B6E,Quartz Ore,0x008E36BE,A chunk of ore that contains\nbits of quartz.
675,4,5,1,27,1,0,0,0,3,0,0,0,0x008C2B79,Powderstone,0x008E36EB,A rock that explodes with\neven the slightest jolt.\nCareful!
676,4,5,1,9,10,0,312,312,2,0,0,0,0x008C2B85,Khezu Whelp,0x008E3727,A Khezu larva. Carrying it\nis enough to drain your\nHealth. ~C05(Account Item)
677,4,5,10,33,0,0,5000,1000,8,0,0,0,0x008C2B91,Khezu Ice Cream,0x008E3775,"The Veggie Elder's special\n""ice cream"" made from Khezu\nlarvae. ~C05(Account Item)"
678,2,3,1,33,4,0,0,0,8,0,0,0,0x008C2BA1,Guild Flag,0x008E37C7,A flag used to prove you've\nconquered a mountain summit.\n~C05(Supply Item)
679,1,2,10,46,10,0,0,0,5,0,0,0,0x008C2BAC,Leftovers,0x008E3812,Monster food left in the\ncity. Used in the Grand\nTournament.
680,3,4,10,46,1,0,1000,100,5,0,0,0,0x008C2BB6,Bizarre Feed,0x008E384F,Food with an unknown effect.\nUsed in the Grand Tourney.
681,4,5,10,46,1,0,1000,100,5,0,0,0,0x008C2BC3,Giant Feed,0x008E3887,Food that increases a\nmonster's size. Used in\nthe Grand Tourney.
682,4,5,10,46,3,0,1000,100,5,0,0,0,0x008C2BCE,Power Feed,0x008E38C8,Food that boosts a monster's\nstrength. Used in the Grand\nTourney.
683,3,4,10,46,2,0,50,5,5,0,0,0,0x008C2BD9,Dragon Feed,0x008E390A,Food that draws out a\nmonster's latent power.\nUsed in the Grand Tourney.
684,4,5,10,46,8,0,1000,100,5,0,0,0,0x008C2BE5,Ultimate Feed,0x008E3953,Food that makes your\nmonster follow you around.\nUsed in the Grand Tourney.
685,3,4,10,46,1,0,500,50,5,0,0,0,0x008C2BF3,Crimson Feed,0x008E399E,A famous national dish that\nboosts Paralysis resistance.\nUsed in the Grand Tourney.
686,3,4,10,46,2,0,500,50,5,0,0,0,0x008C2C00,Verdant Feed,0x008E39F2,A famous foreign dish that\nincreases Poison resistance.\nUsed in the Grand Tourney.
687,3,4,10,46,3,0,500,50,5,0,0,0,0x008C2C0D,Azure Feed,0x008E3A45,A famous traditional dish\nthat protects against Sleep.\nUsed in the Grand Tourney.
688,3,4,1,39,2,0,100,10,5,0,0,0,0x008C2C18,Shot Horn,0x008E3A97,A horn used to order an\nattack on a distant enemy.\nUsed in the Grand Tourney.
689,3,4,1,39,7,0,100,10,5,0,0,0,0x008C2C22,Assault Horn,0x008E3AE5,A horn used to order a\ncharging attack. Used\nin the Grand Tourney.
690,3,4,1,39,5,0,100,10,5,0,0,0,0x008C2C2F,Tail Horn,0x008E3B28,A horn used to order an\nattack on a nearby enemy.\nUsed in the Grand Tourney.
691,3,4,1,39,3,0,100,10,5,0,0,0,0x008C2C39,Deadly Horn,0x008E3B75,A horn used to order special\nattacks. Takes time to blow.\nUsed in the Grand Tourney.
692,3,4,1,39,4,0,100,10,5,0,0,0,0x008C2C45,Special Horn,0x008E3BCA,A horn used to order special\nattacks. Used in the Grand\nTourney.
693,3,4,1,39,8,0,0,0,5,0,0,0,0x008C2C52,Rage Horn,0x008E3C0B,A horn used to incite a\nmonster's fury. Used in\nthe Grand Tourney.
694,3,4,1,39,1,0,100,10,5,0,0,0,0x008C2C5C,Wrath Horn,0x008E3C4E,A horn used to incite a\nmonster's wrath. Used in\nthe Grand Tourney.
695,1,2,10,33,5,0,0,0,8,0,0,0,0x008C2C67,Dragonator Key,0x008E3C92,A key used to activate the\nDragonator in the Arena.\nUsed in the Grand Tourney.
696,4,5,5,37,1,0,0,0,6,0,0,0,0x008C2C76,PVP Ticket,0x008E3CE1,A ticket given to Grand\nTourney winners. Take 5 of\nthese to the Veggie Elder.
697,4,5,3,2,1,0,0,0,0,0,0,0,0x000C72C6,（ダミー）,0x000DFFD5,ダミー。
698,1,2,10,0,0,0,0,0,5,0,0,0,0x008C2C81,Sleep Smoke Bomb,0x008E3D2F,Releases a sleep-inducing\ngas over a wide area. Used\nin the Grand Tourney.
699,1,2,10,1,0,0,0,0,5,0,0,0,0x008C2C92,Sedation Ball,0x008E3D7A,A bomb that calms monsters\ndown upon impact. Used in\nthe Grand Tourney.
700,1,2,10,1,2,0,0,0,5,0,0,0,0x008C2CA0,Recovery Ball,0x008E3DC2,A bomb that restores monster\nhealth upon impact. Used in\nthe Grand Tourney.
701,3,4,99,41,3,16,5000,500,8,0,0,0,0x008C2CAE,Song of Souls,0x008E3E0E,Song lyrics written in a\nforeign language. Maybe\nsomeone could decipher them?
702,3,4,99,41,3,16,5000,500,8,0,0,0,0x008C2CBC,Song of Spirits,0x008E3E5C,Song lyrics written in a\nforeign language. Maybe\nsomeone could decipher them?
703,3,4,99,41,3,16,5000,500,8,0,0,0,0x008C2CCC,Song of Life,0x008E3EAA,Song lyrics written in a\nforeign language. Maybe\nsomeone could decipher them?
704,4,5,99,41,3,16,10000,1000,8,0,0,0,0x008C2CD9,Song of Origins,0x008E3EF8,Song lyrics written in a\nforeign language. Maybe\nsomeone could decipher them?
705,3,4,1,41,7,16,300,30,8,0,0,0,0x008C2CE9,Sheet Music,0x008E3F46,Sheet music for the Hunting\nHorn. You can check its\ncontents at your House!
706,3,4,1,41,10,16,800,80,8,0,0,0,0x008C2CF5,Old Sheet Music,0x008E3F92,Ancient sheet music for the\nHunting Horn. You can check\nits contents at your House!
707,3,4,99,34,0,0,500,50,6,0,0,0,0x008C2D05,White Belt Coin,0x008E3FE6,A coin that means you're\nstill a rookie. Pretty easy\nto get from your teacher.
708,3,4,99,34,10,0,1000,100,6,0,0,0,0x008C2D15,Black Belt Coin,0x008E4035,A coin that means you're\ngetting better. Achievable\nif you put your mind to it.
709,3,4,99,34,4,0,5000,500,6,0,0,0,0x008C2D25,Expert Coin,0x008E4085,A coin that means you've\nmade it! Valuable and not\neasy to get hold of.
710,3,4,99,34,3,0,5500,550,6,0,0,0,0x008C2D31,Bird Coin,0x008E40CD,A coin given to you on a\nwhim for training in the\nHunter Dojo.
711,3,4,99,34,8,0,10000,1000,6,0,0,0,0x008C2D3B,Flying Coin,0x008E410C,A coin given to you on a\nwhim for training in the\nHunter Dojo.
712,3,4,99,34,8,0,7500,750,6,0,0,0,0x008C2D47,Piscine Coin,0x008E414B,A coin given to you on a\nwhim for training in the\nHunter Dojo.
713,3,4,99,34,1,0,12500,1250,6,0,0,0,0x008C2D54,Beast Coin,0x008E418A,A coin given to you on a\nwhim for training in the\nHunter Dojo.
714,3,4,99,34,6,0,15000,1500,6,0,0,0,0x008C2D5F,Carapaceon Coin,0x008E41C9,A coin given to you on a\nwhim for training in the\nHunter Dojo.
715,3,4,99,34,5,0,50000,5000,6,0,0,0,0x008C2D6F,Dragon Coin,0x008E4208,A coin given to you on a\nwhim for training in the\nHunter Dojo.
716,3,4,99,34,4,0,10000,1000,6,0,0,0,0x008C2D7B,Eternal Coin,0x008E4247,A coin awarded for clearing\nHunter Dojo training in the\nfastest time.
717,3,4,99,34,8,0,12500,1250,6,0,0,0,0x008C2D88,Luxury Coin,0x008E428D,"A coin awarded for clearing\nHunter Dojo training with a\ntop record of over 10,000P."
718,3,4,99,34,1,0,5000,500,6,0,0,0,0x008C2D94,Solid Coin,0x008E42E1,"A coin awarded for clearing\nHunter Dojo training with a\nrecord of over 5,000P."
719,4,5,99,34,6,0,50000,5000,6,0,0,0,0x008C2D9F,Guild Coin,0x008E4330,A coin sometimes awarded\nfor completing a special\nGuild-organized trial.
720,4,5,1,53,2,0,3000,300,8,0,0,0,0x008C2DAA,Explorer Compass,0x008E4379,One of seven explorer tools.\nThe needle always points to\nundiscovered regions.
721,4,5,1,29,2,0,1000,100,8,0,0,0,0x008C2DBB,Explorer's Map,0x008E43C8,"One of seven explorer tools.\nWritten in code, so needs to\nbe deciphered."
722,4,5,1,11,2,0,5000,500,8,0,0,0,0x008C2DCA,Explorer Kit,0x000EA35E,望遠鏡をはじめ、秘境行きに\n必要な７つ道具のうちの５つ。\n一挙に見つかってラッキー！
723,4,5,1,6,2,0,30000,3000,8,0,0,0,0x008C2DD7,Explorer's Tools,0x000EA3B1,秘境を目指すのに欠かせない\n７つ道具がついに揃った。\nこれでキミも秘境へＧＯだ！
724,4,5,1,36,10,0,2000,200,6,0,0,0,0x008C2DE8,Tome of Demise,0x000EA400,長きに及ぶ物語に終焉を齎す\n存在について記された書物。\nこれだけでは意味不明。
725,4,5,1,36,10,0,1500,150,6,0,0,0,0x008C2DF7,Tome of Legends,0x008E4411,A tome about a legend passed\ndown for generations. Makes\nno sense by itself.
726,4,5,1,36,10,0,5000,500,6,0,0,0,0x008C2E07,Tome of Dragons,0x008E445E,A tome about the oldest\ndragon to have ever lived.\nMakes no sense by itself.
727,4,5,1,36,10,0,25000,2500,6,0,0,0,0x008C2E17,Ancestral Tome,0x008E44AB,"A tome about a shining white\ndragon, created by combining\nthree fragmented tomes."
728,4,5,1,36,1,0,500,50,6,0,0,0,0x008C2E26,Ancient Tower 1,0x008E44FD,"A tattered book fragment.\nUnreadable, but there seems\nto be more on the back."
729,4,5,1,36,1,0,20000,2000,6,0,0,0,0x008C2E36,Ancient Tower 2,0x008E454B,A tattered book fragment.\nWhatever value it once had\nis now completely gone.
730,4,5,1,36,1,0,500,50,6,0,0,0,0x008C2E46,Ancient Tower 3,0x008E4598,A tattered book fragment\nexcavated in the village.\nWhere could the rest be?
731,4,5,1,36,1,0,10000,1000,6,0,0,0,0x008C2E56,Ancient Tower,0x008E45E4,A book about the location of\nthe Ancient Tower. Made from\nreconstructed fragments.
732,4,5,1,27,4,0,100000,10000,8,0,0,0,0x008C2E64,Ancient Spout,0x008E4637,The mouth of a cracked pot.\nIt has an unusual shape and\nsells for a hefty sum.
733,4,5,1,27,4,0,50000,5000,8,0,0,0,0x008C2E72,Ancient Vessel,0x008E4686,The body of a cracked pot.\nIts unusual color makes it\nquite valuable.
734,4,5,1,27,4,0,50000,5000,8,0,0,0,0x008C2E81,Ancient Heel,0x008E46CC,The base of a cracked pot.\nMade of rare material and\nsurprisingly pricey.
735,4,5,1,48,4,0,2381,65000,0,0,0,0,0x008C2E8E,Ancient Pot,0x008E4716,"A pot made by assembling\nvarious fragments. A rare,\nvaluable item.\n"
736,4,5,99,27,10,0,150,15,3,0,0,0,0x008C2E9A,Meteorite,0x008E475A,A strange mineral that is\nfull of holes. Said to make\nwishes come true.
737,4,5,10,33,0,0,10000,1000,8,0,0,0,0x008C2EA4,Main Sail,0x008E47A2,A sail required for the\nconstruction of a ship.
738,4,5,10,33,6,0,3000,300,8,0,0,0,0x008C2EAE,Main Mast,0x008E47D2,A main mast required for\nthe construction of a ship.\nMade of tough materials.
739,3,4,99,37,1,0,50000,5000,6,0,0,0,0x008C2EB8,Friendship Ticket,0x008E4820,Awarded for completing an\nUrgent Quest and advancing\nup the ranks as a hunter.
740,4,5,99,37,3,0,5000,500,6,0,0,0,0x008C2ECA,Bond Ticket,0x008E486F,Awarded for completing an\nUrgent Quest and forging an\nunbreakable bond.
741,4,5,99,37,1,0,0,0,6,0,0,0,0x008C2ED6,Instructor Tkt,0x008E48B7,A written request from the\nDojo Instructor to the\nSmithy's Workshop.
742,4,5,99,37,0,0,0,0,6,0,0,0,0x008C2EE5,Egg Ticket,0x008E48FC,A ticket rarely given as a\nreward for delivering eggs.\nTry collecting them!
743,4,5,99,37,0,0,0,0,6,0,0,0,0x008C2EF0,Jewel Ticket,0x008E4948,A ticket rarely given as a\nreward for delivering ore.\nTry collecting them!
744,4,5,99,37,0,0,0,0,6,0,0,0,0x008C2EFD,Commendation,0x008E4993,A ticket awarded for a\ndisplay of bravery. Collect\nenough and it might pay off.
745,4,5,99,37,7,0,0,0,6,0,0,0,0x008C2F0A,Pawprint Seal,0x008E49E3,Quality lynian currency\nstamped with a pawprint.\nThe letters are unreadable.
746,4,5,99,37,7,0,0,0,6,0,0,0,0x008C2F18,Guild Ticket,0x008E4A30,A ticket sometimes awarded\nby the Guild for completing\nEvent Quests.
747,4,5,99,37,7,0,0,0,0,0,0,0,0x008C2F25,Cooking Ticket,0x008E4A75,A ticket awarded to those\nwho've mastered the art of\ncooking meat.
748,4,5,99,37,4,0,0,0,6,0,0,0,0x008C2F34,Ace Hunter Ticket,0x008E4AB8,An honor bestowed only upon\nthose who have successfully\nhunted a Monoblos.
749,4,5,99,37,2,0,0,0,6,0,0,0,0x008C2F46,G.Sword Ticket,0x008E4B03,A special ticket obtained\nby exchanging Dojo points.\nTry collecting them!
750,4,5,99,37,2,0,0,0,6,0,0,0,0x008C2F55,Hammer Ticket,0x008E4B4D,A special ticket obtained\nby exchanging Dojo points.\nTry collecting them!
751,4,5,99,37,2,0,0,0,6,0,0,0,0x008C2F63,Lance Ticket,0x008E4B97,A special ticket obtained\nby exchanging Dojo points.\nTry collecting them!
752,4,5,99,37,2,0,0,0,6,0,0,0,0x008C2F70,Sword Ticket,0x008E4BE1,A special ticket obtained\nby exchanging Dojo points.\nTry collecting them!
753,4,5,99,37,2,0,0,0,6,0,0,0,0x008C2F7D,Gunner Ticket,0x008E4C2B,A special ticket obtained\nby exchanging Dojo points.\nTry collecting them!
754,4,5,99,37,0,0,0,0,6,0,0,0,0x008C2F8B,Pawprint Stamp,0x008E4C75,Lynian currency stamped with\na pawprint. The letters on\nit are unfamiliar.
755,4,5,99,37,3,0,0,0,0,0,0,0,0x000C92F6,ＦチケットＣＴ１,0x000EAC7E,【ＣＴアイテム】\nＦチケットＣＴ１
756,4,5,99,37,1,0,0,0,0,0,0,0,0x000C9307,ＦチケットＣＴ２,0x000EACA0,【ＣＴアイテム】\nＦチケットＣＴ２
757,4,5,99,37,4,0,0,0,0,0,0,0,0x000C9318,ＦチケットＣＴ３,0x000EACC2,【ＣＴアイテム】\nＦチケットＣＴ３
758,4,5,99,37,4,0,0,0,0,0,0,0,0x000C9329,ＦチケットＣＴ４,0x000EACE4,【ＣＴアイテム】\nＦチケットＣＴ４
759,2,3,3,48,0,0,300,30,5,0,0,0,0x008C2F9A,Maka Pot,0x008E4CC0,A mysterious pot containing\na mold called Maka Kouji. \nCapable of altering items.
760,2,3,1,47,2,0,310,31,5,0,0,0,0x008C2FA3,Green Maka Pot,0x008E4D12,A Maka Pot filled with\nan Herb. Try burying it!
761,2,3,1,47,2,0,310,31,5,0,0,0,0x008C2FB2,Green Maka Pot,0x008E4D42,A Maka Pot filled with an\nAntidote Herb. Try burying\nit!
762,2,3,1,47,2,0,350,35,5,0,0,0,0x008C2FC1,Green Maka Pot,0x008E4D7B,A Maka Pot filled with a\nPotion. Try burying it!
763,2,3,1,47,2,0,400,40,5,0,0,0,0x008C2FD0,Green Maka Pot,0x008E4DAC,A Maka Pot filled with a\nMega Potion. Try burying\nit!
764,2,3,1,47,2,0,800,80,5,0,0,0,0x008C2FDF,Green Maka Pot,0x008E4DE2,A Maka Pot filled with an\nImmunizer. Try burying it!
765,4,5,1,47,2,0,0,0,0,0,0,0,0x008C2FEE,Green Maka Pot,0x008E4E17,A Maka Pot filled with a\nFirst-aid Med. Try burying\nit! ~C05(Supply Item)
766,4,5,1,47,2,0,0,0,0,0,0,0,0x008C2FFD,Green Maka Pot,0x008E4E61,A Maka Pot filled with a\nRation. Try burying it!\n~C05(Supply Item)
767,2,3,1,47,2,0,350,35,5,0,0,0,0x008C300C,Green Maka Pot,0x008E4EA4,A Maka Pot filled with an\nAntidote. Try burying it!
768,2,3,1,47,2,0,310,31,5,0,0,0,0x008C301B,Green Maka Pot,0x008E4ED8,A Maka Pot filled with\nHerbal Medicine. Try\nburying it!
769,2,3,1,47,2,0,550,55,5,0,0,0,0x008C302A,Green Maka Pot,0x008E4F10,A Maka Pot filled with a\nDash Juice. Try burying it!
770,4,5,1,47,2,0,0,0,0,0,0,0,0x008C3039,Green Maka Pot,0x008E4F45,A Maka Pot filled with a\nMight Pill. Try burying it!
771,4,5,1,47,2,0,0,0,0,0,0,0,0x008C3048,Green Maka Pot,0x008E4F7A,A Maka Pot filled with an\nAdamant Pill. Try burying\nit!
772,4,5,1,47,2,0,0,0,0,0,0,0,0x008C3057,Green Maka Pot,0x008E4FB2,A Maka Pot filled with a\nMight Seed. Try burying it!
773,4,5,1,47,2,0,0,0,0,0,0,0,0x008C3066,Green Maka Pot,0x008E4FE7,A Maka Pot filled with an\nAdamant Seed. Try burying\nit!
774,2,3,1,47,1,0,300,30,5,0,0,0,0x008C3075,Red Maka Pot,0x008E501F,A Maka Pot filled with a\nBurnt Meat. Try burying it!
775,2,3,1,47,1,0,300,30,5,0,0,0,0x008C3082,Red Maka Pot,0x008E5054,A Maka Pot filled with a\nRare Steak. Try burying it!
776,2,3,1,47,1,0,300,30,5,0,0,0,0x008C308F,Red Maka Pot,0x008E5089,A Maka Pot filled with a\nBurnt Fish. Try burying it!
777,2,3,1,47,1,0,300,30,5,0,0,0,0x008C309C,Red Maka Pot,0x008E50BE,A Maka Pot filled with a\nRare Fish. Try burying it!
778,2,3,1,47,4,0,305,30,5,0,0,0,0x008C30A9,Yellow Maka Pot,0x008E50F2,A Maka Pot filled with a\nSunrise Herb. Try burying\nit!
779,2,3,1,47,4,0,305,30,5,0,0,0,0x008C30B9,Yellow Maka Pot,0x008E5129,A Maka Pot filled with a\nSunset Herb. Try burying it!
780,2,3,1,47,4,0,320,32,5,0,0,0,0x008C30C9,Yellow Maka Pot,0x008E515F,A Maka Pot filled with a\nFire Herb. Try burying it!
